address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
12215 Darnestown Road, Gaithersburg, Md 20878	Gaithersburg	Montgomery	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20878	39.11	-77.25
7809 Wisconsin Avenue, Bethesda, Md 20814	Bethesda	Montgomery	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20814	39.0	-77.11
360 Hungerford Dr. Space 410 Rockville, Md 20850	Rockville	Montgomery	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20850	39.09	-77.19
19801 Observation Dr, Germantown, Md 20876	Germantown	Montgomery	Drive-Thru	Call To Confirm	To Qualify For Covid-19 Testing At Our Facility You Will Need To Display Symptoms Such As  Fever, Dry Cough, And Shortness Of Breath. All Patients Are Screened Upon Admission. You Do Not Need A Physician'S Referral To Be Tested At Our Facility. There Will Be Tents Outside Our Hospital To Test For Covid-19. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Holy Cross Germantown Hospital Emergency Room	(301) 557-6000	Maryland	Https://Www.Holycrosshealth.Org/Location/Holy-Cross-Germantown-Hospital	20876	39.21	-77.24
1500 Forest Glen Rd, Silver Spring, Md 20910	Silver Spring	Montgomery	Drive-Thru	24 Hours	To Qualify For Covid-19 Testing At Our Facility You Will Need To Display Symptoms Such As  Fever, Dry Cough, And Shortness Of Breath. All Patients Are Screened Upon Admission. You Do Not Need A Physician'S Referral To Be Tested At Our Facility. There Will Be Tents Outside Our Hospital To Test For Covid-19. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Holy Cross Hospital	(301) 754-7000	Maryland	Https://Www.Holycrosshealth.Org/Location/Holy-Cross-Hospital	20910	39.0	-77.04
18101 Prince Philip Dr, Olney, Md 20832	Olney	Montgomery	Drive-Thru	24 Hours	If You Are Experiencing Respiratory Symptoms, Please Call The Medstar Hospital Before Arrival Or Take Advantage Of Medstar Evisit. Please Do Not Go Directly To Your Doctor’S Office Or Emergency Department Without Calling First, Since Many Can Isolate At Home Without Being Evaluated In Person. If Your Doctor Thinks You Should Be Tested For Covid-19, We May Be Able To Provide You This Service. If You Qualify For Covid-19 Testing, Tents Will Be Available Outside Of Our Hospital. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Medstar Montgomery Medical Center	(301) 774-8882	Maryland	Https://Www.Medstarmontgomery.Org/	20832	39.15	-77.08
Address: 8600 Old Georgetown Rd, Bethesda, Md 20814	Bethesda	Montgomery	Drive-Thru	24 Hours	To Qualify For Covid-19 Testing From Our Institution, You Must Have A Doctor'S Referral Upon Arrival. If You Are Experiencing An Emergency, Please Call Our Emergency Department Before Arrival. There Will Be Tents Outside Our Hospital To Test For Covid-19. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Suburban Hospital	(301) 896-3100	Maryland	Https://Www.Hopkinsmedicine.Org/Suburban_Hospital/	20814	39.0	-77.11
8201 Annapolis Road, New Carrolton, Md 20784	New Carrolton	Prince George'S	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20784	38.95	-76.9
7600 Se Crain Highway, Upper Marlboro, Md 20772	Upper Marlboro	Prince George'S	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20772	38.8	-76.8
5100 Brown Station Road, Upper Marlboro, Md 20772	Upper Marlboro	Prince George'S	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20772	38.8	-76.8
4840 Marlboro Pike, Capitol Heights, Md 20743	Capitol Heights	Prince George'S	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20743	38.89	-76.9
1600 Fedex Way, Landover, Md 20785	Landover	Prince George'S	Drive-Thru	By Appointment	Fedex Field Is Offering Maryland Coronavirus Drive-Thru Testing. Call (301) 883-6627 To Make An Appointment.	-	-	Fedex Field	(301) 883-6627	Maryland	Https://Www.Tomsguide.Com/News/Drive-Through-Coronavirus-Testing-Locations-Where-To-Go-In-Your-State#Washington-Coronavirus-Drive-Through-Testing	20785	38.92	-76.89
5621 Sargent Road Hyattsville, Md 20782	Hyattsville	Prince Georges	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20782	38.97	-76.97
5910 Greenbelt Road Greenbelt, Md 20770	Greenbelt	Prince Georges	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20770	39.0	-76.88
25500 Point Lookout Rd, Leonardtown, Md 20650	Leonardtown	St. Mary'S	Hospital	24 Hours	To Qualify For Covid-19 Testing, You Must Have A Doctor'S Referral.	-	-	Medstar St. Mary’S Hospital	(301) 475-8981	Maryland	Https://Www.Medstarstmarys.Org/?Utm_Campaign=Mhs_Citations&Utm_Medium=Ad_Listings&Utm_Source=Rio_Seo&Utm_Term=Medstar_Hospitals	20650	38.3	-76.6
1503 Potomac Avenue Hagerstown, Md 21742	Hagerstown	Washington	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21742	39.66	-77.65
12001 Coastal Highway, Ocean City, Md 21842	Ocean City	Worcester	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21842	38.2	-75.2
