address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
401 Highland Park Drive, Richmond, Ky 40475	Richmond	Madison	Drive-Thru	8:30Am-5:30Pm, Monday-Friday. 9Am-1Pm, Saturday	White House Clinics Will Offer Drive-Up Covid-19 Testing To Our Communities On A Regular Basis Throughout The Next Six Months.  Testing Is Available To Existing Patients And Community Members Who Haven’T Previously Established Care With Whc.  The Complete Schedule Is Still In Development – Check Back Regularly For New Testing Locations, Dates, And Times!	-	-	White House Clinics (Richmond)	(859) 626-7700	Kentucky	Https://Whitehouseclinics.Com/Covid-19-Testing/	40475	37.8	-84.3
757 W Main Street, Lebanon, Ky 40033	Lebanon	Marion	Urgent Care	8Am-8Pm, Monday-Friday. 8Am-6Pm, Saturday. 1Pm-5Pm, Sunday	Fast Pace Health Is Now Able To Provide Testing For Anyone With Active Symptoms, As Well As, The Antibody Test To See If You Have Already Had The Virus.	-	-	Fast Pace Health - Lebanon	(270) 972-4186	Kentucky	Https://Www.Fastpacehealth.Com/Location/Lebanon-Ky	40033	37.6	-85.2
5013 Gilbertsville Highway, Calvert City, Ky 42029	Calvert City	Marshall	Urgent Care	7:30 Am - 4 Pm Monday - Friday	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Calvert City	(270) 909-2196	Kentucky	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	42029	37.01	-88.39
401 Main Street, Benton, Ky 42025	Benton	Marshall	Urgent Care	8Am-8Pm, Monday-Friday. 8Am-6Pm, Saturday. 1Pm-5Pm, Sunday	Fast Pace Health Is Now Able To Provide Testing For Anyone With Active Symptoms, As Well As, The Antibody Test To See If You Have Already Had The Virus.	-	-	Fast Pace Health - Benton	(270) 906-0369	Kentucky	Https://Www.Fastpacehealth.Com/Location/Benton	42025	36.9	-88.3
420 W Martin Luther King Hwy, Maysville, Ky 41056	Maysville	Mason	Urgent Care	8Am-8Pm, Monday-Friday. 8Am-6Pm, Saturday. 1Pm-5Pm, Sunday	Fast Pace Health Is Now Able To Provide Testing For Anyone With Active Symptoms, As Well As, The Antibody Test To See If You Have Already Had The Virus.	-	-	Fast Pace Health - Maysville	(606) 375-4817	Kentucky	Https://Www.Fastpacehealth.Com/Location/Maysville	41056	38.6	-83.8
2601 Kentucky Avenue, Walker Medical Park 1, Suite 103, Paducah, Ky 42003	Paducah	Mccracken	Urgent Care	7 Am - 7 Pm Monday - Friday; 8 Am - 4 Pm Saturday & Sunday	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Kentucky Avenue	(270) 415-4860	Kentucky	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	42003	37.0	-88.6
200 Hwy 81 N Suite 101, Calhoun, Ky 42327	Calhoun	Mclean	Health Department	8Am-4:30Pm, Monday-Friday	Please See The Website To Complete The Pre-Screening Tool - Https://Greenriverdistricthealthdepartment.Fullslate.Com/Locations/6	-	-	Mclean County Health Department	(270) 273-3062	Kentucky	Https://Greenriverdistricthealthdepartment.Fullslate.Com/Locations/6	42327	37.6	-87.3
1010 Medical Center Drive, Powderly, Ky 42367	Powderly	Muhlenberg	Urgent Care	8 Am - 8 Pm Monday - Friday; 9 Am - 5 Pm Saturday; 12 Pm - 5 Pm Sunday	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Powderly	(270) 377-1621	Kentucky	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	42367	37.24	-87.16
1006 New Moody Lane, La Grange, Kentucky 40031	La Grange	Oldham	Urgent Care	8 Am - 8 Pm Monday - Friday; 9 Am - 5 Pm Saturday & Sunday	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - La Grange	(502) 222-0028	Kentucky	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	40031	38.4	-85.4
102 Village Lane Hazard, Ky 41701	Hazard	Perry	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Kentucky	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	41701	37.3	-83.2
101 Stonecrest Road, Ste 1, Shelbyville, Ky 40065	Shelbyville	Shelby	Urgent Care	8 Am - 7 Pm Monday - Friday; 8 Am - 6 Pm Saturday; 12 Pm - 5 Pm Sunday	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Shelbyville	(502) 633-2233	Kentucky	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	40065	38.2	-85.2
2169 Midland Trail Shelbyville, Ky 40065	Shelbyville	Shelby	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Kentucky	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	40065	38.2	-85.2
704 Us Hwy 31 W Bypass Bowling Green, Ky 42101	Bowling Green	Warren	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Kentucky	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	42101	37.0	-86.5
8140 Nashville Road, Bowling Green, Ky 42101	Bowling Green	Warren	Virtual Screening	8:30Am - 5:30Pm, 4/28-5/1	To Find Out If You Meet The Criteria For Testing, You Must Take Kroger'S Virtual Assessment Tool. In Just A Few Minutes, You Will Learn If You Are Eligible For Testing. If Eligible, You’Ll Be Able To Schedule Your Appointment Right Away. Https://Www.Thelittleclinic.Com/Drivethru-Testing	-	-	South Warren High School	-	Kentucky	Https://Www.Krogerhealth.Com/Covid-Locations	42101	37.0	-86.5
