address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
3156 West 103Rd Street Chicago, Il 60655	Chicago	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60655	41.7	-87.71
11055 S. Western Avenue Chicago, Il 60643	Chicago	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60643	41.7	-87.66
1515 Sheridan Road Wilmette, Il 60091	Wilmette	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60091	42.08	-87.73
250 W. 144Th St Riverdale, Il 60827	Riverdale	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60827	41.65	-87.63
2331 N Central Ave, Chicago, Il 60639	Chicago	Cook	Drive-Thru	-	Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers. Those Showing Symptoms Of Covid-19 Are Eligible To Be Tested.	-	-	Dr. Jorge Prieto Math And Science Academy	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60639	41.92	-87.76
2418 West Division Chicago, Il 60622	Chicago	Cook	Clinic	"Hours:10:00Am - 7:00Pm; 8:30Am - 5:30Pm; 10:00Am - 2:00Pm
Days Of Operation:Monday/Wednesday, Tuesday/Thursday/Friday, Saturday/Sunday"	Requirements:Appointment Required. Must Be A Current Erie Patient . As Of 5/1 Testing High Risk Patients Including: 1) Pregnant Patients With A Scheduled Induction Or C-Section; 2) Symptomatic Pregnant Erie Patients; 3) High Risk Symptomatic Erie Patients- Risk Factors Include Age, Bmi Over 50, Diabetes, Chronic Hypertension, Chronic Kidney Disease, Cancer, Chronic Respiratory Disease, Or Immunosuppression; 4) Symptomatic Or Exposed Erie Patients Who Are Health Care Workers, First Responders, Work In Congregate Settings, Essential Workers Per Idph Guideline	-	-	Erie Division Health Center: Humboldt Park	(312) 666-3494	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60622	41.9	-87.69
4700 S California Ave Chicago, Il 60632	Chicago	Cook	Clinic	Monday - Saturday	Requirements:Appointment Required.	-	-	Esperanza Health Centers -- Brighton Park	(773) 584-6200	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60632	41.82	-87.69
2001 S California Ave Chicago, Il 60608	Chicago	Cook	Clinic	-	Requirements:Appointment Required. Any Symptoms To Include At This Time: Fever, Cough, Shortness Of Breath, Sore Throat, Chest Tightness, Extreme Fatigue, Loss Of Taste Or Smell, Diarrhea, Muscle Aches, And/Or Headache	-	-	Esperanza Health Centers -- California	(773) 584-6200	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60608	41.85	-87.68
1652 W. North Ave Chicago, Il 60622	Chicago	Cook	Clinic	10Am-3Pm, Monday-Friday	Requirements:Testing Open To All, Including First Responders, People Who Work In Health Care Facilities, Correctional Facilities, Those Who Support Critical Infrastructure, Law Enforcement Or Firefighters With Or Without Symptoms.	-	-	For Your Health & Wellness	(312) 255-1580	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60622	41.9	-87.69
200 N Michigan Ave, Chicago, Il 60601	Chicago	Cook	Clinic	-	The Forward Clinic System Is Offering Coronavirus Care For Their Members Across All Clinics In The Us.	-	-	Forward Clinic	-	Illinois	-	60601	41.88	-87.62
744 E 103Rd St, Chicago, Il 60628	Chicago	Cook	Drive-Thru	-	Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers. Those Showing Symptoms Of Covid-19 Are Eligible To Be Tested.	-	-	Gately Park	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60628	41.69	-87.62
333 W 35Th St, Chicago, Il 60616	Chicago	Cook	Drive-Thru	-	This Site Is Dedicated To Covid-19 Testing For First Responders And Healthcare Workers Only. Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers.	-	-	Guaranteed Rate Field	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60616	41.84	-87.62
2659 S. Kedvale Ave, Chicago, Il 60623	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday; 10Am-3Pm, Saturday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health & Project Vida	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60623	41.84	-87.72
9 N. Cicero Ave, Chicago, Il 60644	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday; 10Am-3Pm, Saturday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health & Taskforce Prevention	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60644	41.88	-87.76
1525 E. 55Th St, Chicago, Il 60637	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health 55Th St.	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60637	41.78	-87.6
641 W. 63Rd St, Chicago, Il 60637	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health 63Rd St	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60637	41.78	-87.6
6500 N. Clark, Chicago, Il 60626	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health Clark	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60626	42.01	-87.67
3245 N. Halsted, Chicago, Il 60657	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive	-	-	Howard Brown Health Halsted	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60657	41.94	-87.66
Location Varies Daily	-	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements:Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive. Location Varies Daily, Must Call To Make Appointment.	-	-	Howard Brown Health Mobile	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	-	-	-
4025 N. Sheridan, Chicago, Il 60613	Chicago	Cook	Clinic	10Am-4:30Pm, Monday-Friday	Requirements: Flu-Like Symptoms Or Direct Contact With A Known Covid19 Positive.	-	-	Howard Brown Health Sheridan	(773) 388-1600	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60613	41.95	-87.65
3824 W. 159Th Place Markham, Il 60428	Markham	Cook	Drive-Thru	9Am-5Pm, Daily	This Site Offers Testing To First Responders, Medical Workers, Those Over 60 Years Of Age, Those With High Risk Conditions, And Anyone With Covid-19 Symptoms. The State Of Illinois Has Expanded Those Eligible To Get A Test To Include Who Has Covid-19-Like Symptoms Even If They Are Not Given A Doctor’S Order. You Will Need To Bring Your Medical Or First Responder Work I.D. For A Test. Those Over Age 60 Must Bring Their State Id. You Will Be Screened Upon Arrival To The Testing Site For Symptoms To Determine If You Are Eligible For Testing. At The Moment, They Will Only Administer 1,800 Tests Per Day.	-	-	Illinois National Guard Mobile Testing Site	-	Illinois	Https://Www.Chicagotribune.Com/Suburbs/Daily-Southtown/Ct-Sta-Covid-19-Testing-Site-Markham-St-0415-20200414-Z4Yqzzv3Evbsdcujuee7Dj5Xgq-Story.Html	60428	41.6	-87.68
6959 Forest Preserve Drive Chicago, Il 60634	Chicago	Cook	Drive-Thru	9Am-5Pm, Daily	This Testing Site Is Currently Only For Medical Personnel, First Responders And Those Over 60 Years Old Who Have Symptoms. You Will Need To Bring Your Medical Or First Responder Work I.D. For A Test. Those Over Age 60 Must Bring Their State Id. You Will Be Screened Upon Arrival  To The Testing Site For Symptoms To Determine If You Are Eligible For Testing. At The Moment, They Will Only Administer 250 Tests Per Day.	-	-	Illinois National Guard Mobile Testing Site (Idph Harwood Heights Drive-Thru)	-	Illinois	Https://Www.Chicagotribune.Com/Coronavirus/Ct-Coronavirus-Testing-Illinois-Guard-Police-Fire-Chicago-20200323-Chnqbmcwmngvlabcubwfnv7Gs4-Story.Html	60634	41.95	-87.81
2400 N Ashland Avenue Chicago, Il 60614	Chicago	Cook	Urgent Care	8Am - 8Pm, Monday - Friday; 9Pm - 5Pm, Saturday - Sunday	You Must Call Express Care To Schedule A Telemedicine Appointment Before Coming Into The Clinic. If You Meet The Criteria For Testing, You Will Be Tested At The Express Care Facility, Or They Can Email You An Order To Be Tested At Another Facility.	-	-	Innovative Express Care	(773) 270-5600	Illinois	Https://Innovativecorona.Com/	60614	41.92	-87.65
6301 S Halsted St, Chicago, Il 60621	Chicago	Cook	Drive-Thru	-	Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers. Those Showing Symptoms Of Covid-19 Are Eligible To Be Tested.	-	-	Kennedy-King College	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60621	41.78	-87.64
1131 Techny Road Northbrook, Il 60062	Northbrook	Cook	Drive-Thru	8Am-12Pm, Monday-Saturday	Requirements:We Are Covid Testing Children Who Are Symptomatic And High Risk Pediatric Patients Who Are Asymptomatic. Testing By Appointment Only. Must Be Referred By A Healthcare Provider.	-	-	Lurie Childrens Northbrook Drive-Up Testing	(312) 227-5300	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60062	42.12	-87.84
180 Michigan Ave., Chicago, Il 60601	Chicago	Cook	Urgent Care	-	Appointment Required. Must Call For Appointment And Hours.	-	-	Michigan Avenue Immediate Care	(866) 600-2273	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60601	41.88	-87.62
1520 N Damen Ave Chicago, Il  60622	Chicago	Cook	Urgent Care	By Appointment Only	All Patients Interested In Covid-19 Testing Must Register And Submit Id And Insurance Information Online. When You Arrive To Our Office, Please Stay In Your Vehicle. You Will Need To Call Our Office And Be Pre-Screened Prior To Receiving Service. This Will Determine If We Are Able To See You Inside Or Curbside.	-	-	Midwest Express Clinic Chicago - Bucktown/Wicker Park	(312) 283-5560	Illinois	Https://Midwestexpressclinic.Com/Services/Illness-Treatment/Coronavirus/	60622	41.9	-87.69
3258 W 111Th Street Chicago, Il 60655	Chicago	Cook	Urgent Care	By Appointment Only	All Patients Interested In Covid-19 Testing Must Register And Submit Id And Insurance Information Online. When You Arrive To Our Office, Please Stay In Your Vehicle. You Will Need To Call Our Office And Be Pre-Screened Prior To Receiving Service. This Will Determine If We Are Able To See You Inside Or Curbside.	-	-	Midwest Express Clinic Chicago - Mt. Greenwood	(773) 629-8217	Illinois	Https://Midwestexpressclinic.Com/Services/Illness-Treatment/Coronavirus/	60655	41.7	-87.71
3301 N. Ashland Ave Chicago, Il 60657	Chicago	Cook	Urgent Care	By Appointment Only	All Patients Interested In Covid-19 Testing Must Register And Submit Id And Insurance Information Online. When You Arrive To Our Office, Please Stay In Your Vehicle. You Will Need To Call Our Office And Be Pre-Screened Prior To Receiving Service. This Will Determine If We Are Able To See You Inside Or Curbside.	-	-	Midwest Express Clinic Chicago - Roscoe Village	(312) 429-5725	Illinois	Https://Midwestexpressclinic.Com/Services/Illness-Treatment/Coronavirus/	60657	41.94	-87.66
9735 Skokie Blvd. Skokie, Il 60077	Skokie	Cook	Urgent Care	By Appointment Only	All Patients Interested In Covid-19 Testing Must Register And Submit Id And Insurance Information Online. When You Arrive To Our Office, Please Stay In Your Vehicle. You Will Need To Call Our Office And Be Pre-Screened Prior To Receiving Service. This Will Determine If We Are Able To See You Inside Or Curbside.	-	-	Midwest Express Clinic Chicago - Skokie	(847) 380-8969	Illinois	Https://Midwestexpressclinic.Com/Services/Illness-Treatment/Coronavirus/	60077	42.04	-87.75
9977 Woods Dr. Skokie, Il 60077	Skokie	Cook	Urgent Care	8Am-9Pm, Monday-Thursday; 8Am-8Pm, Friday And Saturday	Requirements:Tests Will Only Be Given Following A Determination Of Need, Based On Symptoms Of Exposure, By A Northshore Healthcare Provider. Please Call The Triage Number Or Sign Up For An E-Visit At Their Website Before Visiting The Testing Site. Www.Northshore.Org/Immediatecare	-	-	Northshore Immediate Care - Old Orchard	-	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60077	42.04	-87.75
9933 Woods Drive Skokie, Il 60077	Skokie	Cook	Urgent Care	8:30Am-4:30Pm, Daily	Requirements:Tests Will Only Be Given Following A Determination Of Need, Based On Symptoms Of Exposure, By A Northshore Healthcare Provider. Please Call The Triage Number Or Sign Up For An E-Visit At Their Website Before Visiting The Testing Site. Www.Northshore.Org/Immediatecare	-	-	Northshore Immediate Care - Old Orchard Testing Tent	-	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60077	42.04	-87.75
1729 Benson Ave, Evanston, Il 60201	Evanston	Cook	Hospital	Open 24Hrs	You Must Call Ahead To Be Pre-Screened To Determine If You Are A Eligible For Testing.	-	-	Northshore University Healthsystem	(847) 432-5849	Illinois	Https://Www.Northshore.Org/Healthy-You/A-Covid-19-Message-To-Our-Patients/	60201	42.05	-87.68
259 East Erie Street, Chicago Il 60611	Chicago	Cook	Hospital	8Am-7:45Pm, Daily	Remote Testing Sites Have Opened On Many Of Northwestern Hospital Campuses Throughout The Chicagoland Area. These Testing Sites Require You To Be Referred By A Northwestern Medicine Physician. Please Call Your Physician’S Office For Direction About Testing If You Have Symptoms Of Covid-19, Including Fever, Cough, Sore Throat Or Shortness Of Breath. If You Have Additional Questions, Please Contact The Northwestern Medicine Hotline At 312.47.Covid (312.472.6843).	-	-	Northwestern Memorial Hospital Lavin Family Pavilion	(312) 694-Care (2273)	Illinois	Https://Www.Nm.Org/Conditions-And-Care-Areas/Infectious-Disease/Covid-19	60611	41.91	-87.61
17960 S. Halsted St. Homewood, Il 60430	Homewood	Cook	Urgent Care	8Am-8Pm, Monday-Friday; 9Am-5Pm, Saturday-Sunday	This Facility Is Now Testing Patients Based On The Cdc Guidelines. If You Feel You Are In Need Of Testing Please Call 1-708-922-0911 To Discuss Your Options.	-	-	On Dmed Urgent Care	(708) 922-0911	Illinois	Https://Us19.Campaign-Archive.Com/?E=&U=3D316C7591E6947362A5D6C7C&Id=Dca030B64D	60430	41.56	-87.66
2800 W. 95Th Street Evergreen Park, Il 60805	Evergreen Park	Cook	Hospital	24Hrs, Daily	Requirements:Doctors Order, Meet Criteria Using Online Tool (Fever, Cough, Shortness Of Breath, Contact With Positive Person, Headache, Chills, Loss Of Taste/Smell)	-	-	Osf Healthcare Little Company Of Mary Medical Center	(833) Osf-Know	Illinois	Osfhealthcare.Org	60805	41.72	-87.7
1360 Houbolt Road Joliet, Il 60431	Joliet	Cook	Urgent Care	8Am-4:30Pm, Monday-Friday	Requirements:Curbside Exam To Determine If Testing Is Appropriate; Capacity May Be Limited	-	-	Physicians Immediate Care - Joliet - Houbolt	(312) 767-0400	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60431	41.54	-88.22
800 N. Larkin Ave Joliet, Il 60435	Joliet	Cook	Urgent Care	8:00Am - 4:30Pm; 8:00Am - 2:00 Pm; Monday - Friday; Saturday - Sunday	Requirements:Curbside Exam To Determine If Testing Is Appropriate; Capacity May Be Limited	-	-	Physicians Immediate Care - Joliet - Larkin	(312) 767-0400	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60435	41.56	-88.12
520 S. Maple Ave. Oak Park, Il 60304	Oak Park	Cook	Hospital	-	This Facility Offers Testing To Patients With An Order From An In-Network Doctor. You Can Call The Facility Directly If You Have Any Questions Or To Schedule An Appointment.	-	-	Rush Oak Park Hospital	(708) 383-9300	Illinois	Https://Wgntv.Com/News/Coronavirus/Heres-Where-You-Can-Get-A-Covid-19-Test-In-Chicago-Area/	60304	41.87	-87.78
2850 W 24Th Blvd, Chicago, Il 60623	Chicago	Cook	Drive-Thru	-	Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers. Those Showing Symptoms Of Covid-19 Are Eligible To Be Tested.	-	-	Saucedo Elementary School	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60623	41.84	-87.72
5656 S St Louis Ave, Chicago, Il 60629	Chicago	Cook	Drive-Thru	-	Those Eligible To Be Tested Are Asymptomatic People Who Are First Responders Or Healthcare Workers Exposed To Confirmed Case Of Covid-19 As Well As Those Identified By Contact Tracers. Those Showing Symptoms Of Covid-19 Are Eligible To Be Tested.	-	-	Senka Park	-	Illinois	Https://Www.Msn.Com/En-Us/News/Us/Coronavirus-Chicago-Mayor-Lori-Lightfoot-Announces-6-New-Covid-19-Testing-Sites-To-Open-In-City/Ar-Bb13Veve?Ocid=A2Hs	60629	41.78	-87.7
Bellwood, Il 60104	Bellwood	Cook	Laboratory	10Am-7Pm, Monday; 10Am-6Pm, Tuesday-Thursday; 9Am-6Pm, Friday; 9Am-3Pm, Saturday	This Site Offers Medical Tests For Respiratory Pathogens, Including Covid-19 Or Other Illnesses Are Available Based On Your Symptoms. You Must Call To Be Screened. You Will Be Given An Appointment If You Are Eligible For Testing.	-	-	Simple Laboratories-Bellwood	(708) 343-1300	Illinois	Https://Www.Simplelaboratories.Com/Covid-19-Test/	60104	41.88	-87.88
Homewood, Il 60430	Homewood	Cook	Laboratory	8Am-8Pm, Monday-Friday; 9Am-5Pm, Saturday-Sunday	This Site Offers Medical Tests For Respiratory Pathogens, Including Covid-19 Or Other Illnesses Are Available Based On Your Symptoms. You Must Call To Be Screened. You Will Be Given An Appointment If You Are Eligible For Testing.	-	-	Simple Laboratories-Homewood	(708) 922-0911	Illinois	Https://Www.Simplelaboratories.Com/Covid-19-Test/	60430	41.56	-87.66
Melrose Park, Il 60160	Melrose Park	Cook	Laboratory	10Am-7Pm, Monday; 10Am-6Pm, Tuesday-Thursday; 9Am-6Pm, Friday; 9Am-3Pm, Saturday	This Site Offers Medical Tests For Respiratory Pathogens, Including Covid-19 Or Other Illnesses Are Available Based On Your Symptoms. You Must Call To Be Screened. You Will Be Given An Appointment If You Are Eligible For Testing.	-	-	Simple Laboratories-Melrose Park	(708) 343-1300	Illinois	Https://Www.Simplelaboratories.Com/Covid-19-Test/	60160	41.9	-87.86
5140 N California Ave, Chicago, Il 60625	Chicago	Cook	Hospital	Open 24Hrs	You Can Be Tested If If You Have Received Proper Permission From The Local Health Department Or A Physician. You Must Call Ahead To Determine If You Meet The Specific Criteria.	-	-	Swedish Hospital	(773) 878-8200	Illinois	Https://Swedishcovenant.Org/Covid	60625	41.97	-87.7
1 Ingalls Drive Harvey, Il 60426	Harvey	Cook	Hospital	8Am-3:30Pm, Monday-Friday	Requirements:Testing By Appointment; Call For Screening And To Schedule	-	-	U Chicago Medicine Ingalls Memorial Hospital	(708) 915-2683	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60426	41.61	-87.65
1713 S. Ashland Ave. Chicago, Il 60608	Chicago	Cook	Clinic	8Am-5Pm, Monday-Friday	Requirements:Appointment Required. New Or Established Ui Health Patients Are Welcome.	-	-	Ui Health Pilsen Covid Evaluation Clinic	(866) 600-Care	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60608	41.85	-87.68
5841 S Maryland Ave. Chicago, Il 60637	Chicago	Cook	Hospital	By Appointment. Open Daily.	This Facility Offers Testing To Patients With An Order From An In-Network Doctor. You Can Call The Facility Directly If You Have Any Questions Or To Schedule An Appointment.	-	-	University Of Chicago Medical Center	(773) 702-1000	Illinois	Https://Wgntv.Com/News/Coronavirus/Heres-Where-You-Can-Get-A-Covid-19-Test-In-Chicago-Area/	60637	41.78	-87.6
137 W North Ave, Northlake, Il 60164	Northlake	Cook	Drive-Thru	10Am-4Pm, Daily Until That Site'S Daily Limits Have Been Reached.	This Testing Site Is Currently Only For Medical Personnel And First Responders. You Will Need To Bring Your Medical Or First Responder Work I.D. For A Test. You Will Be Screened Upon Arrival To The Testing Site For Symptoms To Determine If You Are Eligible For Testing.	-	-	Walmart (Parking Lot)	-	Illinois	Https://Www.Wjol.Com/Joliet-Walmart-One-Of-Two-Locations-For-Covid-19-Testing-But-Not-Open-To-Public-Update/	60164	41.92	-87.89
1106 Neil Avenue Joliet, Il 60433	Joliet	Cook	Clinic	-	Requirements:We Are Taking Our Mobile Health Unit To Various Community Agencies, Churches, Congregate Living Areas. Preregistration Is Required. To Request That We Schedule Screening At A Facility, Please Email: Mmaragos@Willcountyhealth.Org	-	-	Will County Community Health Center	(815) 740-8977	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60433	41.5	-88.04
20 East Dundee Road	Buffalo Grove	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60089	42.17	-87.95
45 W 111Th St, Chicago, Il 60628	Chicago	Cook	Drive-Thru/Walk-Up	9Am-3Pm, Daily	Each Person Will Be Given A Number And Then Will Be Seen By A Physician For Covid-19 Symptoms. They Will Then Be Screened By A Doctor. If The Doctor Believes The Patient Should Be Tested, The Patient Will Be Given One Of The 200 Available Covid-19 Swab Test, Or Blood Tests. At This Time, They Will Prioritize Those Who Are At Showing Symptoms Like Fever And Cough, And Have Traveled Or Been Exposed To Someone Who Has Covid-19. The Hospital Will Be Asking For Health Care Insurance. Roseland Community Hospital Is In The Process Of Determining The Cost Of The Tests For Uninsured Patients.	-	-	Roseland Hospital	-	Illinois	Https://Abc7Chicago.Com/Health/Roseland-Community-Hospital-Offers-Drive-Thru-Covid-19-Testing/6069211/	60628	41.69	-87.62
1702 N. Milwaukee Ave. Chicago, Il 60647	Chicago	Cook	Urgent Care	8Am-6Pm, Monday-Friday	Physicians Immediate Care Is Offering The Abbott Id Now Covid-19 Test, Which Provides Results In 5 Minutes Or 15 Minutes For A Negative Result. There Are Several Locations In Chicago And Its Suburbs. You Must Call To Make An Appointment.	-	-	Physicians Immediate Care-Bucktown	(773) 770-4056	Illinois	Https://Wgntv.Com/News/Coronavirus/Heres-Where-You-Can-Get-A-Covid-19-Test-In-Chicago-Area/	60647	41.92	-87.7
