address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
2706 Bouldercrest Rd. Se, Atlanta, Ga 30316	Atlanta	Dekalb	Drive-Thru	Monday Thru Friday 8:30 Am-5 Pm, Saturday 9 Am-12 Pm	No	To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral: District 3-5 Dekalb Health District: (404) 294-3700	-	-	Sugar Creek Golf Course	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30316	33.74	-84.34
100 W Oglethorpe Blvd, Albany, Ga 31701	Albany	Dougherty	Drive-Thru	Sunday - Saturday: 02:00 Pm - 06:00 Pm	No	Anyone Interested In Gettng Tested Can Just Drive Up And Be Seen. However, It Is More Beneficial To Set Up An Appointment. Walk-Ins Are Also Welcomed, But Only To Symptomatic People And Critical Infrastruscture Workers. Appointments Can Be Set Up By Calling This Number (706)-721-1852.	-	-	Albany Civic Center	-	Georgia	Https://Wfxl.Com/News/Local/National-Guard-Set-Up-Free-Covid-19-Testing-Site-In-Albany	-	31701	31.58	-84.15
1710 S Slappley Blvd, Albany, Ga, 31701	Albany	Dougherty	Drive-Thru	9:30Am-5Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Dougherty County Health Department	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31701	31.58	-84.15
6031 Fairburn Road, Douglasville, Ga 30134	Douglasville	Douglas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30134	33.8	-84.8
8830 Gurly Rd Douglasville, Ga 30134	Douglasville	Douglas	Drive-Thru	Monday Thru Friday 8:30 Am-5 Pm, Saturday 9 Am-12 Pm	No	"To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral:

District 3-1 Cobb & Douglas Health District: (770) 514-2300"	-	-	Hunter Memorial Park	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30134	33.8	-84.8
480 Glynn Street, Fayetteville, Ga 30214	Fayetteville	Fayette	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30214	33.49	-84.48
1255 Highway 54 West, Fayetteville, Ga 30214	Fayetteville	Fayette	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Fayette	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30214	33.49	-84.48
914 Shorter Ave Nw, Rome, Ga, 30165	Rome	Floyd	Drive-Thru	"Monday - Friday: 
09:00 A.M. - 05:00 P.M.
Saturday: 09:00 A.M. - 01:00 P.M.
Sunday: 
Closed"	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must Fill Out The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	West Rome Baptist Church	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	30165	34.3	-85.3
4895 Post Road, Cumming, Ga 30040	Cumming	Forsyth	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30040	34.2	-84.2
3867 Roswell Rd Ne, Atlanta, Ga, 30342	Atlanta	Fulton	Drive-Thru	4 Pm - 4:30 Pm Monday - Friday; 2 Pm - 2:30 Pm Saturday & Sunday	-	You Must Have An Appointment To Be Tested At This Drive-Thru Location. In Order To Schedule An Appointment, You Must Be Screened In A Telemedicine Visit First. After Your Video Visit (Telemedicine) Buckhead Staff Will Print Your Order And Prepare Your Laboratory Supplies Needed For The Test. We Will Meet You At The Rear Parking Lot Of The Building On Roswell Ave Ne.  We Will Be Meeting You Only During The 30-Minute Window Mon-Fri: 4Pm-4:30Pm, Sat-Sun: 2Pm-2:30Pm. You Will Stay In Your Car The Entire Time, You Will Not Exit Your Car For The Test. We Will Still Need To See Your Id To Prevent Test-Result Mixup.	-	-	Allcare - Buckhead	(678) 904-5611	Georgia	Https://Allcarefamilymed.Com/Coronavirus	-	30342	33.88	-84.38
3900 Aviation Circle Nw, Atlanta, Ga, 30336	Atlanta	Fulton	Drive-Thru	10Am-4Pm Monday-Friday; 10A-2P Saturday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Aviation Cultural Center	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	30336	33.74	-84.57
11710 Alpharetta Highway, Roswell, Ga 30076	Roswell	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30076	34.02	-84.31
1455 Moreland Avenue Atlanta, Ga 30316	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30316	33.74	-84.34
2350 Cheshire Bridge Road Ne Atlanta, Ga 30324	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30324	33.82	-84.36
1610 Mount Vernon Road Suite 100 Atlanta, Ga 30338	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30338	33.94	-84.32
439 North Highland Avenue Atlanta, Ga 30312	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30312	33.74	-84.38
2237 Cascade Road Sw Atlanta, Ga 30311-2832	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30311	33.73	-84.47
3221 Peachtree Road Ne Atlanta, Ga 30305	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30305	33.84	-84.38
10710 State Bridge Rd Alpharetta, Ga 30022	Alpharetta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30022	34.02	-84.25
680 Ponce De Leon Avenue Ne	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30308	33.77	-84.38
2429 Martin Luther King Jr. Drive	Atlanta	Fulton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30311	33.73	-84.47
Georgia Tech, North Campus Parking Deck, 352 Peachtree Place , Atlanta , Ga 30332	Atlanta	Fulton	Drive-Thru	9Am-6Pm, Monday-Friday; 10Am-5Pm, Saturday; 10Am-4Pm, Sunday	No	"Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested.
When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only.
For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing."	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30332	33.75	-84.39
550 Peachtree St Ne Atlanta, Ga 30308	Atlanta	Fulton	Hospital	8Am-10Pm Monday-Friday; 8Am-5Pm, Sunday	No	Emory Healthcare Has Limited Covid-19 Testing Available And Tests Are Prioritized For The Most Critical Cases. Priority Is Given To Those At High Risk For Spreading Covid-19 To Others Because Of Where They Work Or Live, Or Who Are At-Risk For More Severe Illness. Testing Is Provided Only By Appointment. Patients Who Are Symptomatic May Call 404-712-6843 Monday - Friday 8 A.M. -10 P.M. And Sunday 8 A.M. - 5 P.M. To Evaluate Your Condition And Determine If You Meet The Criteria For Testing. Walk-In Appointments Are Not Available.	-	-	Emory Hospital Midtown	(404) 712-6843	Georgia	Https://Www.Emoryhealthcare.Org/Covid/Symptom-Checker.Html	No	30308	33.77	-84.38
1968 Peachtree Road Nw Atlanta, Ga 30309	Atlanta	Fulton	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Healthcare - Atlanta	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30309	33.8	-84.39
11855 Jones Bridge Rd., Alpharetta, Ga 30005	Alpharetta	Fulton	Drive-Thru	Every Day 9 Am-5 Pm	No	For More Information And To Register For A Test, Visit Walgreens.Com/Coronavirus	-	-	Walgreens Drive-Thru Rapid Covid-19 Testing Site (Alpharetta)	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30005	34.09	-84.22
1041 Legion Rd. Ellijay, Ga 30540	Ellijay	Gilmer	Drive-Thru	Monday Thru Friday 9 Am-12 Pm	No	"Visits To The Sites Are By Referral Or Appointment Only According To A Release From Governor Brian Kemp'S Office. Residents Will Need To Speak With The Medical Providers, Local Public Health Officials Or Another Authority To Get Tested At These Locations. To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral:

District 1-2 North Georgia Health District (Dalton): 1 (888) 881-1474"	-	-	Ect Pavilion	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30540	34.7	-84.5
2747 4Th Street, Brunswick, Ga, 31520	Brunswick	Glynn	Drive-Thru	9Am-1Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Glynn County Health Department	(912) 264-3961	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31520	31.18	-81.48
5095 Peachtree Parkway, Norcross, Ga 30092	Norcross	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30092	33.97	-84.23
5370 Laurel Springs Parkway, Suwanee, Ga 30024	Suwanee	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30024	34.07	-84.1
5710 Sugarloaf Parkway Nw, Lawrenceville, Ga 30043	Lawrenceville	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30043	34.01	-84.01
3027 Jim Moore Road, Dacula, Ga 30019	Dacula	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30019	34.0	-83.9
1950 Buford Highway, Buford, Ga 30518-3673	Buford	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30518	34.12	-84.01
